rolling_days_compared,historical_dates_used,planning_horizon_days,service_days_per_solve,target_avg_interstop_min,total_model_pickups,total_historical_pickups,model_minus_historical_pickups,model_to_historical_pickup_ratio,total_model_pickup_gal,total_model_pickup_lb,total_model_route_minutes,total_historical_route_minutes_proxy,model_minus_historical_route_minutes_proxy,model_to_historical_route_minutes_ratio,total_capacity_time_violations,total_dropped_stops,total_missing_routed_serials,total_extra_routed_serials
2,"2026-02-04, 2026-02-05",7,5,8.0,108.0,181.0,-73.0,0.5966850828729282,4432.860000000001,4160.64,749.0,2172.0,-1423.0,0.34484346224677714,0,0,0,0
