Account: UC - Berkeley,,,,,,,
User: Sam,,,,,,,
Generated On: 02/24/2026,,,,,,,
For Time Period: January 1  2023 - January 1  2024,,,,,,,
Filters: ,,,,,,,
Streams: All,,,,,,,
Groups: All,,,,,,,
Ordered Route: All,,,,,,,
,,,,,,,
,,,,,,,
Serial,Description,Capacity,Stream Type,Reason,Fullness Level at Collection,Collection Time,Note
1515684,E13 Stanley Hall,Smart Max,Compostables,Fullness,60%,10/9/2023 11:46,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,10/9/2023 12:03,-
1516533,W15 Koshland,Smart Max,Bottles/Cans,Age,0%,10/9/2023 12:04,-
1516548,W17 Mulford Hall,Smart Max,Waste,Fullness,80%,10/9/2023 12:12,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,100%,10/9/2023 12:15,-
1503640,W04 Morgan Hall,Smart Max,Bottles/Cans,Age,0%,10/9/2023 12:17,-
1503649,W04 Morgan Hall,Smart Max,Compostables,Age,0%,10/9/2023 12:19,-
2502339,W18 Campanile Way West Entrance,Smart Max,Bottles/Cans,Fullness,100%,10/9/2023 12:22,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,80%,10/9/2023 12:23,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,80%,10/9/2023 12:30,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,80%,10/9/2023 12:34,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,80%,10/9/2023 12:37,-
1515752,E29 Campanile East,Smart Max,Compostables,Fullness,80%,10/9/2023 12:45,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,10/9/2023 12:46,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,60%,10/9/2023 12:48,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,80%,10/9/2023 12:53,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,10/9/2023 13:06,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,80%,10/9/2023 13:10,-
1515695,E15 Bancroft Library,Smart Max,Waste,Fullness,80%,10/9/2023 13:19,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,60%,10/9/2023 13:54,-
1515754,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Compostables,Fullness,80%,10/9/2023 14:00,-
1515756,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Compostables,Fullness,80%,10/9/2023 14:03,-
1515715,E04 North Gate Entrance,Smart Max,Compostables,Fullness,60%,10/9/2023 14:03,-
1516545,U32 HFA / Hearst Gym - West Side,Smart Max,Compostables,Fullness,60%,10/9/2023 14:21,-
1503628,E28 Library/Campanile Way,Smart Max,Waste,Fullness,60%,10/10/2023 8:44,-
1516556,U28 Wheeler,Smart Max,Waste,Fullness,60%,10/10/2023 8:49,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,10/10/2023 8:49,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,80%,10/10/2023 8:50,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,10/10/2023 9:08,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,80%,10/10/2023 9:45,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,100%,10/10/2023 9:51,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,100%,10/10/2023 9:57,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,10/10/2023 10:12,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,60%,10/10/2023 10:15,-
1516547,E31 South Hall Rd. Near Clock Tower,Smart Max,Waste,Fullness,80%,10/10/2023 10:23,-
1515679,U04 Zellerbach,Smart Max,Waste,Fullness,80%,10/10/2023 10:42,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,80%,10/10/2023 10:44,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,10/10/2023 10:45,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,80%,10/10/2023 10:48,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Fullness,60%,10/10/2023 10:54,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Fullness,80%,10/10/2023 11:13,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/10/2023 12:48,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,100%,10/10/2023 12:55,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,100%,10/10/2023 13:06,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,80%,10/10/2023 13:08,-
1516538,U28 Wheeler,Smart Max,Compostables,Not Ready,20%,10/10/2023 13:11,-
1514022,Chiet Hall 2,Smart Max,Waste,Not Ready,0%,10/10/2023 13:13,-
1515716,E16 Campanile,Smart Max,Compostables,Fullness,60%,10/10/2023 13:16,-
1515670,W01 Lower Crescent,Smart Max,Waste,Not Ready,40%,10/10/2023 13:23,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,80%,10/10/2023 13:29,-
1516548,W17 Mulford Hall,Smart Max,Waste,Not Ready,0%,10/10/2023 13:34,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,80%,10/10/2023 13:35,-
1515787,E01 California Hall,Smart Max,Compostables,Not Ready,20%,10/10/2023 13:38,-
1520917,E30 Tan Hall North Side,Smart Max,Waste,Fullness,60%,10/10/2023 13:46,-
1503623,E17 Tan/Campbell,Smart Max,Waste,Fullness,100%,10/10/2023 13:46,-
1503632,W08 University Drive,Smart Max,Waste,Not Ready,0%,10/10/2023 13:57,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,10/10/2023 13:57,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Not Ready,40%,10/10/2023 14:00,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Fullness,80%,10/10/2023 14:07,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Not Ready,20%,10/10/2023 14:07,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,100%,10/10/2023 14:08,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,10/10/2023 14:08,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,80%,10/10/2023 14:10,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,80%,10/10/2023 14:12,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,60%,10/10/2023 14:16,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,100%,10/10/2023 14:24,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,10/10/2023 14:25,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,100%,10/10/2023 14:30,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,10/10/2023 14:33,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,80%,10/10/2023 15:01,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,80%,10/10/2023 15:10,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,80%,10/10/2023 15:13,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,100%,10/10/2023 15:19,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,80%,10/10/2023 15:21,-
1516555,U32 HFA / Hearst Gym - West Side,Smart Max,Waste,Fullness,60%,10/10/2023 15:35,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,80%,10/10/2023 15:48,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,80%,10/11/2023 4:30,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,10/11/2023 4:37,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,10/11/2023 4:40,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/11/2023 4:48,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,10/11/2023 4:55,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,10/11/2023 5:08,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,60%,10/11/2023 5:22,-
1515728,W01 Lower Crescent,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 5:25,-
1516530,U33 Spieker Plaza,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 5:29,-
1515721,U02 Spieker Plaza Center,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 5:31,-
2502339,W18 Campanile Way West Entrance,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 5:33,-
1515736,W12 VLSB/Campanile Way,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 5:35,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,80%,10/11/2023 5:38,-
1514014,U16 Durant Hall,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 5:39,-
1515763,E01 California Hall,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 5:40,-
1503638,W08 University Drive,Smart Max,Bottles/Cans,Fullness,60%,10/11/2023 5:47,-
2503772,W06 West Circle,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 5:49,-
1514013,W11 Moffitt Library @ Press,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 5:55,-
1515765,E02 North Entrance Memorial Glade,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 5:56,-
1514000,Chiet Hall 2,Smart Max,Compostables,Fullness,80%,10/11/2023 6:01,-
1503625,E14 Physics,Smart Max,Waste,Fullness,60%,10/11/2023 6:01,-
1515760,E23 Glade Path,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:01,-
1515764,E29 Campanile East,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 6:04,-
1503647,E28 Library/Campanile Way,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:05,-
1503621,E19 South Path Drive,Smart Max,Waste,Fullness,80%,10/11/2023 6:06,-
1515739,U17 Dwinelle Plaza Entry,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 6:09,-
1515775,U18 Dwinelle Walkway,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 6:12,-
1515697,E13 Stanley Hall,Smart Max,Waste,Fullness,80%,10/11/2023 6:12,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,80%,10/11/2023 6:13,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Alert, Alert - Unknown Fullness,10/11/2023 6:14,-
1515778,U15 Sather Gate,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 6:17,-
1515746,E23 Glade Path,Smart Max,Waste,Not Ready,0%,10/11/2023 6:17,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,10/11/2023 6:17,-
1515683,E23 Glade Path,Smart Max,Compostables,Fullness,60%,10/11/2023 6:17,-
1515738,U05 Cesar Chavez,Smart Max,Bottles/Cans,Not Ready,0%,10/11/2023 6:22,-
1515777,U14 Sproul Hall Steps,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 6:23,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Alert, Alert - Unknown Fullness,10/11/2023 6:23,-
1515734,U19 Wheeler Walkway,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:30,-
1516528,E31 South Hall Rd. Near Clock Tower,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:32,-
1503646,E17 Tan/Campbell,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:35,-
1515688,W01 Lower Crescent,Smart Max,Compostables,Age,20%,10/11/2023 6:37,-
1515723,E13 Stanley Hall,Smart Max,Bottles/Cans,Age,0%,10/11/2023 6:38,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,60%,10/11/2023 6:41,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,10/11/2023 6:42,-
1503642,E14 Physics,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:42,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,10/11/2023 6:44,-
1520905,E30 Tan Hall North Side,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:45,-
1503634,E19 South Path Drive,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:49,-
1514011,Cheit Hall 2,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:53,-
1514029,E21 Cafe Think,Smart Max,Waste,Fullness,80%,10/11/2023 6:54,-
1515720,"U24 Rice & Bones, Wurster",Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 6:54,-
1514028,E24 Chiet Hall,Smart Max,Waste,Fullness,60%,10/11/2023 6:58,-
1516524,U30 Birge Path,Smart Max,Bottles/Cans,Not Ready,0%,10/11/2023 7:02,-
1516546,West Circle,Smart Max,Compostables,Fullness,80%,10/11/2023 7:03,-
1516535,West Circle,Smart Max,Bottles/Cans,Alert, Alert - Unknown Fullness,10/11/2023 7:04,-
1516552,West Circle,Smart Max,Waste,Fullness,80%,10/11/2023 7:04,-
2503766,U21 Social Sciences Building,Smart Max,Waste,Fullness,60%,10/11/2023 7:05,-
1515735,U20 Sproul Hall UCPD,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 7:07,-
1515675,U27 Anthony Hall,Smart Max,Waste,Fullness,80%,10/11/2023 7:08,-
1515769,U12 Upper MLK Union,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 7:10,-
1515722,U09 MLK Ramp,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 7:11,-
1515773,U07 Cal Book Store,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 7:12,-
1515767,U08 MLK Courtyard,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 7:14,-
1515740,U04 Zellerbach,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 7:16,-
1515772,U06 Bear's Lair,Smart Max,Bottles/Cans,Fullness,60%,10/11/2023 7:17,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,80%,10/11/2023 7:26,-
2503767,U26 A&E Sproul,Smart Max,Waste,Fullness,80%,10/11/2023 7:30,-
1515732,E04 North Gate Entrance,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 7:33,-
1515733,E08 Cory Hall,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 7:41,-
1515699,E01 California Hall,Smart Max,Waste,Not Ready,40%,10/11/2023 7:46,-
1515729,E25 Cronk Gate,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 7:54,-
1520909,U23 Law Building west of Heyman Terrace,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 7:59,-
1514019,U25 Anthropology and Art Practice (B/C),Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 8:00,-
1516535,West Circle,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 8:05,-
1516534,U32 HFA / Hearst Gym - West Side,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 8:10,-
2503771,U21 Social Sciences Building,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 8:12,-
2503762,E18 Latimer Courtyard,Smart Max,Compostables,Fullness,60%,10/11/2023 8:15,-
1515712,E09- East Asian Library,Smart Max,Compostables,Age,40%,10/11/2023 8:21,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,60%,10/11/2023 8:45,-
1515703,E09- East Asian Library,Smart Max,Waste,Fullness,80%,10/11/2023 8:48,-
1520919,E26  Bechtel West Side,Smart Max,Waste,Fullness,80%,10/11/2023 8:52,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,80%,10/11/2023 8:59,-
1520916,E30 Soda Hall NW,Smart Max,Waste,Fullness,60%,10/11/2023 9:01,-
1515676,E08 Cory Hall,Smart Max,Waste,Fullness,80%,10/11/2023 9:08,-
1516553,E27 Coffee Lab,Smart Max,Waste,Fullness,80%,10/11/2023 9:18,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Fullness,80%,10/11/2023 9:33,-
1520928,U23 Law Building west of Heyman Terrace,Smart Max,Compostables,Fullness,80%,10/11/2023 9:43,-
1515787,E01 California Hall,Smart Max,Compostables,Not Ready,0%,10/11/2023 9:45,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Fullness,60%,10/11/2023 9:45,-
1516557,W15 Koshland,Smart Max,Waste,Fullness,60%,10/11/2023 9:46,-
1514007,E21 Cafe Think,Smart Max,Compostables,Fullness,80%,10/11/2023 9:47,-
1515669,W03 Li Ka Shing Hall,Smart Max,Waste,Fullness,60%,10/11/2023 9:49,-
1515737,W03 Li Ka Shing Hall,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 10:03,-
1515682,E08 Cory Hall,Smart Max,Compostables,Fullness,80%,10/11/2023 10:06,-
1515762,E09- East Asian Library,Smart Max,Bottles/Cans,Age,0%,10/11/2023 10:08,-
1520908,E26  Bechtel West Side,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 10:12,-
1515776,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 10:14,-
1515761,E05 V&A Cafe/Etcheverry,Smart Max,Bottles/Cans,Fullness,100%,10/11/2023 10:22,-
1520910,E30 Soda Hall NW,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 10:24,-
2503774,E18 Latimer Courtyard,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 11:01,-
1516529,E27 Coffee Lab,Smart Max,Bottles/Cans,Age,0%,10/11/2023 11:07,-
1515727,E16 Campanile,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 11:08,-
1503639,E22 May Morrison Hall,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 11:16,-
2503770,U26 A&E Sproul,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 11:19,-
2503773,U03 Grade Street,Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 11:21,-
1514021,001 Berkeley Way (Offsite),Smart Max,Bottles/Cans,Fullness,80%,10/11/2023 11:29,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,10/11/2023 13:03,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,10/11/2023 13:07,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,80%,10/11/2023 13:15,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,10/11/2023 13:29,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/11/2023 13:31,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,10/11/2023 13:35,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,10/11/2023 13:40,-
1515701,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Waste,Fullness,60%,10/11/2023 13:42,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,60%,10/11/2023 13:48,-
1516537,U30 Birge Path,Smart Max,Compostables,Fullness,60%,10/11/2023 14:09,-
1514005,U25 Anthropology and Art Practice (Compost),Smart Max,Compostables,Fullness,60%,10/11/2023 14:11,-
1520912,E30 Tan Hall North Side,Smart Max,Compostables,Fullness,60%,10/11/2023 14:46,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,100%,10/11/2023 14:49,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,80%,10/11/2023 15:16,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,10/11/2023 15:31,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,10/12/2023 6:56,-
1515745,W12 VLSB/Campanile Way,Smart Max,Waste,Fullness,60%,10/12/2023 7:01,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,80%,10/12/2023 7:04,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,10/12/2023 7:09,-
1515711,U07 Cal Book Store,Smart Max,Waste,Not Ready,40%,10/12/2023 7:16,-
1515677,U06 Bear's Lair,Smart Max,Waste,Not Ready,40%,10/12/2023 7:21,-
1515679,U04 Zellerbach,Smart Max,Waste,Fullness,60%,10/12/2023 7:22,-
1520907,Stadium Gate 4,Smart Max,Bottles/Cans,Not Ready,0%,10/12/2023 7:24,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,10/12/2023 7:27,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,80%,10/12/2023 7:28,-
1520925,Stadium Gate 3,Smart Max,Compostables,Not Ready,0%,10/12/2023 7:30,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Not Ready,80%,10/12/2023 7:39,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Not Ready,60%,10/12/2023 7:49,-
1515744,U13 Bancroft Way,Smart Max,Waste,Not Ready,20%,10/12/2023 7:58,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,10/12/2023 8:00,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,10/12/2023 8:06,-
1503616,W18 Campanile Way West Entrance,Smart Max,Compostables,Fullness,60%,10/12/2023 9:15,-
1515757,W12 VLSB/Campanile Way,Smart Max,Compostables,Fullness,60%,10/12/2023 9:17,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,60%,10/12/2023 9:19,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,10/12/2023 9:22,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Not Ready,40%,10/12/2023 9:29,-
1503636,E28 Library/Campanile Way,Smart Max,Compostables,Fullness,60%,10/12/2023 9:31,-
1503651,E14 Physics,Smart Max,Compostables,Fullness,60%,10/12/2023 9:34,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,10/12/2023 10:35,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,60%,10/12/2023 10:38,-
1515746,E23 Glade Path,Smart Max,Waste,Not Ready,40%,10/12/2023 10:41,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/12/2023 10:46,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,10/12/2023 10:53,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,100%,10/12/2023 10:53,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,80%,10/12/2023 11:07,-
1503632,W08 University Drive,Smart Max,Waste,Not Ready,0%,10/12/2023 11:26,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,60%,10/12/2023 12:54,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,60%,10/12/2023 12:57,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,60%,10/12/2023 13:13,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,10/12/2023 15:45,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,10/12/2023 15:49,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,10/13/2023 5:33,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,10/13/2023 5:41,-
1516541,E31 South Hall Rd. Near Clock Tower,Smart Max,Compostables,Age,40%,10/13/2023 5:43,-
1503621,E19 South Path Drive,Smart Max,Waste,Not Ready,40%,10/13/2023 5:48,-
1503641,E19 South Path Drive,Smart Max,Compostables,Fullness,60%,10/13/2023 5:48,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Fullness,60%,10/13/2023 6:39,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Fullness,60%,10/13/2023 6:39,-
1515666,E16 Campanile,Smart Max,Waste,Fullness,80%,10/13/2023 8:00,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,80%,10/13/2023 8:27,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,60%,10/13/2023 8:40,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Fullness,80%,10/13/2023 8:59,-
1516539,W15 Koshland,Smart Max,Compostables,Fullness,80%,10/13/2023 9:04,-
1515817,U11 Golden Bear Cafe Entry,Smart Max,Compostables,Alert, Alert - Unknown Fullness,10/13/2023 9:34,-
2503769,U03 Grade Street,Smart Max,Waste,Fullness,60%,10/13/2023 9:34,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,100%,10/13/2023 9:38,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,10/13/2023 9:41,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Fullness,60%,10/13/2023 9:43,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,10/13/2023 9:48,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,80%,10/13/2023 10:03,-
1516544,U33 Spieker Plaza,Smart Max,Compostables,Fullness,80%,10/13/2023 10:03,-
1515687,U20 Sproul Hall UCPD,Smart Max,Compostables,Fullness,80%,10/13/2023 10:11,-
1520904,UC Botanical Gardens,Smart Max,Bottles/Cans,Age,0%,10/13/2023 10:11,-
2503764,U21 Social Sciences Building,Smart Max,Compostables,Fullness,40%,10/13/2023 10:49,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Fullness,80%,10/13/2023 10:54,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,60%,10/13/2023 11:16,-
1515787,E01 California Hall,Smart Max,Compostables,Fullness,60%,10/13/2023 11:49,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,100%,10/13/2023 11:54,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,100%,10/13/2023 11:55,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,100%,10/13/2023 12:03,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,100%,10/13/2023 13:59,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Not Ready,40%,10/13/2023 14:03,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,80%,10/13/2023 14:06,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,80%,10/13/2023 14:08,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,60%,10/13/2023 14:08,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Alert, Alert - Unknown Fullness,10/13/2023 14:11,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Fullness,80%,10/13/2023 14:27,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,80%,10/13/2023 14:30,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,10/13/2023 14:30,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,10/13/2023 14:31,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,80%,10/13/2023 15:29,-
