from_node,to_node,from_label,to_label,distance_m,travel_min,travel_min_raw
8,29,Bechtel East,E07 Sutardja Dai Hall/Yali's 2,555.01,4.72,3.45
8,30,Bechtel East,U07 Cal Book Store,1486.21,12.64,9.23
8,31,Bechtel East,E06 Sutardja Dali Hall/Yali's 1,555.01,4.72,3.45
8,32,Bechtel East,E03 University Library,202.38,1.72,1.26
8,33,Bechtel East,U33 Spieker Plaza,1600.39,13.61,9.94
8,34,Bechtel East,W17 Mulford Hall,864.36,7.35,5.37
8,35,Bechtel East,W16 VLSB Northside,543.76,4.63,3.38
8,36,Bechtel East,U28 Wheeler,421.81,3.59,2.62
8,37,Bechtel East,E30 Tan Hall North Side,133.21,1.14,0.83
8,38,Bechtel East,Hearst Gym Annex,1278.85,10.88,7.95
8,39,Bechtel East,U03 Grade Street,1625.94,13.83,10.1
8,40,Bechtel East,U26 A&E Sproul,1734.94,14.76,10.78
8,41,Bechtel East,W06 West Circle,733.61,6.24,4.56
9,0,001 Berkeley Way (Offsite),DEPOT,1124.05,9.56,6.98
9,1,001 Berkeley Way (Offsite),W08 University Drive,680.12,5.79,4.23
9,2,001 Berkeley Way (Offsite),E19 South Path Drive,1301.32,11.07,8.09
9,3,001 Berkeley Way (Offsite),W18 Campanile Way West Entrance,780.8,6.64,4.85
9,4,001 Berkeley Way (Offsite),E14 Physics,1099.94,9.35,6.83
9,5,001 Berkeley Way (Offsite),E14 Physics,1099.94,9.35,6.83
9,6,001 Berkeley Way (Offsite),U16 Durant Hall,1024.22,8.71,6.36
9,7,001 Berkeley Way (Offsite),W11 Moffitt Library @ Press,823.87,7.01,5.12
9,8,001 Berkeley Way (Offsite),Bechtel East,1209.83,10.29,7.52
9,9,001 Berkeley Way (Offsite),001 Berkeley Way (Offsite),0.0,0.0,0.0
9,10,001 Berkeley Way (Offsite),W11 Moffitt Library @ Press,823.87,7.01,5.12
9,11,001 Berkeley Way (Offsite),Bechtel East,1209.83,10.29,7.52
9,12,001 Berkeley Way (Offsite),W13 Recreational Sport Facility (LF),1129.0,9.61,7.02
9,13,001 Berkeley Way (Offsite),E25 Cronk Gate,1504.28,12.8,9.35
9,14,001 Berkeley Way (Offsite),W02 Crescent,409.1,3.48,2.54
9,15,001 Berkeley Way (Offsite),E06 Sutardja Dali Hall/Yali's 1,815.05,6.93,5.06
9,16,001 Berkeley Way (Offsite),E29 Campanile East,1124.05,9.56,6.98
9,17,001 Berkeley Way (Offsite),E16 Campanile,1282.76,10.91,7.97
9,18,001 Berkeley Way (Offsite),U09 MLK Ramp,1307.18,11.12,8.12
9,19,001 Berkeley Way (Offsite),E13 Stanley Hall,1276.11,10.86,7.93
9,20,001 Berkeley Way (Offsite),U27 Anthony Hall,1711.4,14.55,10.63
9,21,001 Berkeley Way (Offsite),E15 Bancroft Library,1007.45,8.57,6.26
9,22,001 Berkeley Way (Offsite),U05 Cesar Chavez,1074.87,9.14,6.68
9,23,001 Berkeley Way (Offsite),U17 Dwinelle Plaza Entry,1053.02,8.95,6.54
9,24,001 Berkeley Way (Offsite),E02 North Entrance Memorial Glade,871.73,7.42,5.42
9,25,001 Berkeley Way (Offsite),W12 VLSB/Campanile Way,958.19,8.15,5.95
9,26,001 Berkeley Way (Offsite),E02 North Entrance Memorial Glade,871.73,7.42,5.42
9,27,001 Berkeley Way (Offsite),E05 V&A Cafe/Etcheverry,727.45,6.19,4.52
9,28,001 Berkeley Way (Offsite),E02 North Entrance Memorial Glade,871.73,7.42,5.42
9,29,001 Berkeley Way (Offsite),E07 Sutardja Dai Hall/Yali's 2,815.05,6.93,5.06
9,30,001 Berkeley Way (Offsite),U07 Cal Book Store,1316.15,11.2,8.18
9,31,001 Berkeley Way (Offsite),E06 Sutardja Dali Hall/Yali's 1,815.05,6.93,5.06
9,32,001 Berkeley Way (Offsite),E03 University Library,1007.45,8.57,6.26
9,33,001 Berkeley Way (Offsite),U33 Spieker Plaza,1201.97,10.23,7.47
9,34,001 Berkeley Way (Offsite),W17 Mulford Hall,670.58,5.71,4.17
9,35,001 Berkeley Way (Offsite),W16 VLSB Northside,718.09,6.11,4.46
9,36,001 Berkeley Way (Offsite),U28 Wheeler,1226.88,10.43,7.62
9,37,001 Berkeley Way (Offsite),E30 Tan Hall North Side,1205.86,10.25,7.49
9,38,001 Berkeley Way (Offsite),Hearst Gym Annex,1523.51,12.96,9.47
9,39,001 Berkeley Way (Offsite),U03 Grade Street,1074.87,9.14,6.68
9,40,001 Berkeley Way (Offsite),U26 A&E Sproul,1890.11,16.07,11.74
9,41,001 Berkeley Way (Offsite),W06 West Circle,564.34,4.81,3.51
10,0,W11 Moffitt Library @ Press,DEPOT,352.21,3.0,2.19
10,1,W11 Moffitt Library @ Press,W08 University Drive,179.84,1.53,1.12
10,2,W11 Moffitt Library @ Press,E19 South Path Drive,529.48,4.5,3.29
10,3,W11 Moffitt Library @ Press,W18 Campanile Way West Entrance,893.89,7.6,5.55
10,4,W11 Moffitt Library @ Press,E14 Physics,328.1,2.79,2.04
10,5,W11 Moffitt Library @ Press,E14 Physics,328.1,2.79,2.04
10,6,W11 Moffitt Library @ Press,U16 Durant Hall,1137.31,9.68,7.07
10,7,W11 Moffitt Library @ Press,W11 Moffitt Library @ Press,0.0,0.0,0.0
10,8,W11 Moffitt Library @ Press,Bechtel East,437.99,3.72,2.72
10,9,W11 Moffitt Library @ Press,001 Berkeley Way (Offsite),823.87,7.01,5.12
10,10,W11 Moffitt Library @ Press,W11 Moffitt Library @ Press,0.0,0.0,0.0
10,11,W11 Moffitt Library @ Press,Bechtel East,437.99,3.72,2.72
10,12,W11 Moffitt Library @ Press,W13 Recreational Sport Facility (LF),1242.09,10.57,7.72
10,13,W11 Moffitt Library @ Press,E25 Cronk Gate,854.87,7.27,5.31
10,14,W11 Moffitt Library @ Press,W02 Crescent,450.87,3.83,2.8
10,15,W11 Moffitt Library @ Press,E06 Sutardja Dali Hall/Yali's 1,316.8,2.7,1.97
10,16,W11 Moffitt Library @ Press,E29 Campanile East,352.21,3.0,2.19
10,17,W11 Moffitt Library @ Press,E16 Campanile,510.92,4.34,3.17
10,18,W11 Moffitt Library @ Press,U09 MLK Ramp,1420.27,12.09,8.83
10,19,W11 Moffitt Library @ Press,E13 Stanley Hall,504.26,4.28,3.13
10,20,W11 Moffitt Library @ Press,U27 Anthony Hall,1824.49,15.52,11.34
10,21,W11 Moffitt Library @ Press,E15 Bancroft Library,235.61,2.0,1.46
10,22,W11 Moffitt Library @ Press,U05 Cesar Chavez,1187.96,10.1,7.38
10,23,W11 Moffitt Library @ Press,U17 Dwinelle Plaza Entry,1166.11,9.93,7.25
10,24,W11 Moffitt Library @ Press,E02 North Entrance Memorial Glade,99.89,0.85,0.62
10,25,W11 Moffitt Library @ Press,W12 VLSB/Campanile Way,1071.28,9.12,6.66
10,26,W11 Moffitt Library @ Press,E02 North Entrance Memorial Glade,99.89,0.85,0.62
10,27,W11 Moffitt Library @ Press,E05 V&A Cafe/Etcheverry,355.01,3.03,2.21
10,28,W11 Moffitt Library @ Press,E02 North Entrance Memorial Glade,99.89,0.85,0.62
10,29,W11 Moffitt Library @ Press,E07 Sutardja Dai Hall/Yali's 2,316.8,2.7,1.97
10,30,W11 Moffitt Library @ Press,U07 Cal Book Store,1429.24,12.16,8.88
10,31,W11 Moffitt Library @ Press,E06 Sutardja Dali Hall/Yali's 1,316.8,2.7,1.97
10,32,W11 Moffitt Library @ Press,E03 University Library,235.61,2.0,1.46
10,33,W11 Moffitt Library @ Press,U33 Spieker Plaza,1315.06,11.18,8.17
10,34,W11 Moffitt Library @ Press,W17 Mulford Hall,426.38,3.63,2.65
10,35,W11 Moffitt Library @ Press,W16 VLSB Northside,105.78,0.9,0.66
10,36,W11 Moffitt Library @ Press,U28 Wheeler,455.04,3.87,2.83
10,37,W11 Moffitt Library @ Press,E30 Tan Hall North Side,434.02,3.7,2.7
10,38,W11 Moffitt Library @ Press,Hearst Gym Annex,1598.96,13.61,9.94
10,39,W11 Moffitt Library @ Press,U03 Grade Street,1187.96,10.1,7.38
10,40,W11 Moffitt Library @ Press,U26 A&E Sproul,2003.2,17.04,12.45
10,41,W11 Moffitt Library @ Press,W06 West Circle,295.62,2.52,1.84
11,0,Bechtel East,DEPOT,318.98,2.71,1.98
11,1,Bechtel East,W08 University Drive,617.83,5.26,3.84
11,2,Bechtel East,E19 South Path Drive,229.87,1.96,1.43
11,3,Bechtel East,W18 Campanile Way West Entrance,1331.87,11.34,8.28
11,4,Bechtel East,E14 Physics,151.94,1.29,0.94
11,5,Bechtel East,E14 Physics,151.94,1.29,0.94
11,6,Bechtel East,U16 Durant Hall,1575.3,13.4,9.79
11,7,Bechtel East,W11 Moffitt Library @ Press,437.99,3.72,2.72
11,8,Bechtel East,Bechtel East,0.0,0.0,0.0
11,9,Bechtel East,001 Berkeley Way (Offsite),1209.83,10.29,7.52
11,10,Bechtel East,W11 Moffitt Library @ Press,437.99,3.72,2.72
11,11,Bechtel East,Bechtel East,0.0,0.0,0.0
11,12,Bechtel East,W13 Recreational Sport Facility (LF),1673.37,14.24,10.4
11,13,Bechtel East,E25 Cronk Gate,534.77,4.54,3.32
11,14,Bechtel East,W02 Crescent,888.85,7.56,5.52
11,15,Bechtel East,E06 Sutardja Dali Hall/Yali's 1,555.01,4.72,3.45
11,16,Bechtel East,E29 Campanile East,318.98,2.71,1.98
11,17,Bechtel East,E16 Campanile,347.85,2.96,2.16
11,18,Bechtel East,U09 MLK Ramp,1604.01,13.65,9.97
11,19,Bechtel East,E13 Stanley Hall,67.45,0.57,0.42
11,20,Bechtel East,U27 Anthony Hall,1556.23,13.24,9.67
11,21,Bechtel East,E15 Bancroft Library,202.38,1.72,1.26
11,22,Bechtel East,U05 Cesar Chavez,1625.94,13.83,10.1
11,23,Bechtel East,U17 Dwinelle Plaza Entry,1604.1,13.65,9.97
11,24,Bechtel East,E02 North Entrance Memorial Glade,338.1,2.87,2.1
11,25,Bechtel East,W12 VLSB/Campanile Way,1509.27,12.84,9.38
11,26,Bechtel East,E02 North Entrance Memorial Glade,338.1,2.87,2.1
11,27,Bechtel East,E05 V&A Cafe/Etcheverry,619.73,5.27,3.85
11,28,Bechtel East,E02 North Entrance Memorial Glade,338.1,2.87,2.1
11,29,Bechtel East,E07 Sutardja Dai Hall/Yali's 2,555.01,4.72,3.45
11,30,Bechtel East,U07 Cal Book Store,1486.21,12.64,9.23
11,31,Bechtel East,E06 Sutardja Dali Hall/Yali's 1,555.01,4.72,3.45
11,32,Bechtel East,E03 University Library,202.38,1.72,1.26
11,33,Bechtel East,U33 Spieker Plaza,1600.39,13.61,9.94
11,34,Bechtel East,W17 Mulford Hall,864.36,7.35,5.37
11,35,Bechtel East,W16 VLSB Northside,543.76,4.63,3.38
11,36,Bechtel East,U28 Wheeler,421.81,3.59,2.62
11,37,Bechtel East,E30 Tan Hall North Side,133.21,1.14,0.83
11,38,Bechtel East,Hearst Gym Annex,1278.85,10.88,7.95
11,39,Bechtel East,U03 Grade Street,1625.94,13.83,10.1
11,40,Bechtel East,U26 A&E Sproul,1734.94,14.76,10.78
11,41,Bechtel East,W06 West Circle,733.61,6.24,4.56
12,0,W13 Recreational Sport Facility (LF),DEPOT,1594.29,13.57,9.91
12,1,W13 Recreational Sport Facility (LF),W08 University Drive,1062.24,9.04,6.6
12,2,W13 Recreational Sport Facility (LF),E19 South Path Drive,1511.99,12.87,9.4
12,3,W13 Recreational Sport Facility (LF),W18 Campanile Way West Entrance,800.91,6.82,4.98
12,4,W13 Recreational Sport Facility (LF),E14 Physics,1570.18,13.36,9.76
12,5,W13 Recreational Sport Facility (LF),E14 Physics,1570.18,13.36,9.76
12,6,W13 Recreational Sport Facility (LF),U16 Durant Hall,1044.33,8.88,6.49
12,7,W13 Recreational Sport Facility (LF),W11 Moffitt Library @ Press,1242.09,10.57,7.72
12,8,W13 Recreational Sport Facility (LF),Bechtel East,1673.37,14.24,10.4
12,9,W13 Recreational Sport Facility (LF),001 Berkeley Way (Offsite),1129.0,9.61,7.02
12,10,W13 Recreational Sport Facility (LF),W11 Moffitt Library @ Press,1242.09,10.57,7.72
12,11,W13 Recreational Sport Facility (LF),Bechtel East,1673.37,14.24,10.4
12,12,W13 Recreational Sport Facility (LF),W13 Recreational Sport Facility (LF),0.0,0.0,0.0
12,13,W13 Recreational Sport Facility (LF),E25 Cronk Gate,1138.6,9.68,7.07
12,14,W13 Recreational Sport Facility (LF),W02 Crescent,806.12,6.86,5.01
12,15,W13 Recreational Sport Facility (LF),E06 Sutardja Dali Hall/Yali's 1,1558.88,13.27,9.69
12,16,W13 Recreational Sport Facility (LF),E29 Campanile East,1594.29,13.57,9.91
12,17,W13 Recreational Sport Facility (LF),E16 Campanile,1629.97,13.87,10.13
12,18,W13 Recreational Sport Facility (LF),U09 MLK Ramp,178.18,1.52,1.11
12,19,W13 Recreational Sport Facility (LF),E13 Stanley Hall,1623.01,13.8,10.08
12,20,W13 Recreational Sport Facility (LF),U27 Anthony Hall,582.4,4.96,3.62
12,21,W13 Recreational Sport Facility (LF),E15 Bancroft Library,1477.69,12.57,9.18
12,22,W13 Recreational Sport Facility (LF),U05 Cesar Chavez,1094.98,9.31,6.8
12,23,W13 Recreational Sport Facility (LF),U17 Dwinelle Plaza Entry,1073.14,9.13,6.67
12,24,W13 Recreational Sport Facility (LF),E02 North Entrance Memorial Glade,1341.97,11.42,8.34
12,25,W13 Recreational Sport Facility (LF),W12 VLSB/Campanile Way,978.3,8.32,6.08
12,26,W13 Recreational Sport Facility (LF),E02 North Entrance Memorial Glade,1341.97,11.42,8.34
12,27,W13 Recreational Sport Facility (LF),E05 V&A Cafe/Etcheverry,1537.98,13.09,9.56
12,28,W13 Recreational Sport Facility (LF),E02 North Entrance Memorial Glade,1341.97,11.42,8.34
12,29,W13 Recreational Sport Facility (LF),E07 Sutardja Dai Hall/Yali's 2,1558.88,13.27,9.69
12,30,W13 Recreational Sport Facility (LF),U07 Cal Book Store,187.15,1.59,1.16
12,31,W13 Recreational Sport Facility (LF),E06 Sutardja Dali Hall/Yali's 1,1558.88,13.27,9.69
12,32,W13 Recreational Sport Facility (LF),E03 University Library,1477.69,12.57,9.18
12,33,W13 Recreational Sport Facility (LF),U33 Spieker Plaza,72.98,0.62,0.45
12,34,W13 Recreational Sport Facility (LF),W17 Mulford Hall,1052.7,8.95,6.54
12,35,W13 Recreational Sport Facility (LF),W16 VLSB Northside,1136.31,9.66,7.06
12,36,W13 Recreational Sport Facility (LF),U28 Wheeler,1697.13,14.44,10.55
12,37,W13 Recreational Sport Facility (LF),E30 Tan Hall North Side,1559.45,13.27,9.69
12,38,W13 Recreational Sport Facility (LF),Hearst Gym Annex,394.51,3.35,2.45
12,39,W13 Recreational Sport Facility (LF),U03 Grade Street,1094.98,9.31,6.8
12,40,W13 Recreational Sport Facility (LF),U26 A&E Sproul,761.11,6.48,4.73
12,41,W13 Recreational Sport Facility (LF),W06 West Circle,946.46,8.05,5.88
13,0,E25 Cronk Gate,DEPOT,615.89,5.24,3.83
13,1,E25 Cronk Gate,W08 University Drive,1034.72,8.8,6.43
13,2,E25 Cronk Gate,E19 South Path Drive,373.39,3.18,2.32
13,3,E25 Cronk Gate,W18 Campanile Way West Entrance,1748.76,14.88,10.87
13,4,E25 Cronk Gate,E14 Physics,568.83,4.83,3.53
13,5,E25 Cronk Gate,E14 Physics,568.83,4.83,3.53
13,6,E25 Cronk Gate,U16 Durant Hall,1992.18,16.95,12.38
13,7,E25 Cronk Gate,W11 Moffitt Library @ Press,854.87,7.27,5.31
13,8,E25 Cronk Gate,Bechtel East,534.77,4.54,3.32
13,9,E25 Cronk Gate,001 Berkeley Way (Offsite),1504.28,12.8,9.35
13,10,E25 Cronk Gate,W11 Moffitt Library @ Press,854.87,7.27,5.31
13,11,E25 Cronk Gate,Bechtel East,534.77,4.54,3.32
13,12,E25 Cronk Gate,W13 Recreational Sport Facility (LF),1138.6,9.68,7.07
13,13,E25 Cronk Gate,E25 Cronk Gate,0.0,0.0,0.0
13,14,E25 Cronk Gate,W02 Crescent,1305.74,11.1,8.11
13,15,E25 Cronk Gate,E06 Sutardja Dali Hall/Yali's 1,971.9,8.27,6.04
13,16,E25 Cronk Gate,E29 Campanile East,615.89,5.24,3.83
13,17,E25 Cronk Gate,E16 Campanile,491.37,4.18,3.05
13,18,E25 Cronk Gate,U09 MLK Ramp,1069.24,9.09,6.64
13,19,E25 Cronk Gate,E13 Stanley Hall,484.41,4.12,3.01
13,20,E25 Cronk Gate,U27 Anthony Hall,1021.46,8.69,6.35
13,21,E25 Cronk Gate,E15 Bancroft Library,619.27,5.27,3.85
13,22,E25 Cronk Gate,U05 Cesar Chavez,2042.83,17.37,12.69
13,23,E25 Cronk Gate,U17 Dwinelle Plaza Entry,2020.99,17.19,12.56
13,24,E25 Cronk Gate,E02 North Entrance Memorial Glade,754.99,6.42,4.69
13,25,E25 Cronk Gate,W12 VLSB/Campanile Way,1926.15,16.39,11.97
13,26,E25 Cronk Gate,E02 North Entrance Memorial Glade,754.99,6.42,4.69
13,27,E25 Cronk Gate,E05 V&A Cafe/Etcheverry,776.82,6.61,4.83
13,28,E25 Cronk Gate,E02 North Entrance Memorial Glade,754.99,6.42,4.69
13,29,E25 Cronk Gate,E07 Sutardja Dai Hall/Yali's 2,971.9,8.27,6.04
13,30,E25 Cronk Gate,U07 Cal Book Store,951.44,8.09,5.91
13,31,E25 Cronk Gate,E06 Sutardja Dali Hall/Yali's 1,971.9,8.27,6.04
13,32,E25 Cronk Gate,E03 University Library,619.27,5.27,3.85
13,33,E25 Cronk Gate,U33 Spieker Plaza,1065.62,9.06,6.62
13,34,E25 Cronk Gate,W17 Mulford Hall,1281.25,10.9,7.96
13,35,E25 Cronk Gate,W16 VLSB Northside,960.65,8.17,5.97
13,36,E25 Cronk Gate,U28 Wheeler,600.88,5.11,3.73
13,37,E25 Cronk Gate,E30 Tan Hall North Side,420.86,3.59,2.62
13,38,E25 Cronk Gate,Hearst Gym Annex,744.08,6.32,4.62
13,39,E25 Cronk Gate,U03 Grade Street,2042.83,17.37,12.69
13,40,E25 Cronk Gate,U26 A&E Sproul,1200.17,10.21,7.46
13,41,E25 Cronk Gate,W06 West Circle,1150.5,9.79,7.15
14,0,W02 Crescent,DEPOT,803.07,6.83,4.99
14,1,W02 Crescent,W08 University Drive,271.02,2.3,1.68
14,2,W02 Crescent,E19 South Path Drive,980.34,8.34,6.09
14,3,W02 Crescent,W18 Campanile Way West Entrance,457.92,3.9,2.85
14,4,W02 Crescent,E14 Physics,778.96,6.63,4.84
14,5,W02 Crescent,E14 Physics,778.96,6.63,4.84
14,6,W02 Crescent,U16 Durant Hall,701.34,5.97,4.36
14,7,W02 Crescent,W11 Moffitt Library @ Press,450.87,3.83,2.8
14,8,W02 Crescent,Bechtel East,888.85,7.56,5.52
14,9,W02 Crescent,001 Berkeley Way (Offsite),409.1,3.48,2.54
14,10,W02 Crescent,W11 Moffitt Library @ Press,450.87,3.83,2.8
14,11,W02 Crescent,Bechtel East,888.85,7.56,5.52
14,12,W02 Crescent,W13 Recreational Sport Facility (LF),806.12,6.86,5.01
14,13,W02 Crescent,E25 Cronk Gate,1305.74,11.1,8.11
14,14,W02 Crescent,W02 Crescent,0.0,0.0,0.0
14,15,W02 Crescent,E06 Sutardja Dali Hall/Yali's 1,767.66,6.53,4.77
14,16,W02 Crescent,E29 Campanile East,803.07,6.83,4.99
14,17,W02 Crescent,E16 Campanile,961.79,8.19,5.98
14,18,W02 Crescent,U09 MLK Ramp,984.3,8.38,6.12
14,19,W02 Crescent,E13 Stanley Hall,955.13,8.12,5.93
14,20,W02 Crescent,U27 Anthony Hall,1388.52,11.81,8.63
14,21,W02 Crescent,E15 Bancroft Library,686.47,5.85,4.27
14,22,W02 Crescent,U05 Cesar Chavez,751.99,6.39,4.67
14,23,W02 Crescent,U17 Dwinelle Plaza Entry,730.14,6.22,4.54
14,24,W02 Crescent,E02 North Entrance Memorial Glade,550.75,4.68,3.42
14,25,W02 Crescent,W12 VLSB/Campanile Way,635.31,5.41,3.95
14,26,W02 Crescent,E02 North Entrance Memorial Glade,550.75,4.68,3.42
14,27,W02 Crescent,E05 V&A Cafe/Etcheverry,746.76,6.35,4.64
14,28,W02 Crescent,E02 North Entrance Memorial Glade,550.75,4.68,3.42
14,29,W02 Crescent,E07 Sutardja Dai Hall/Yali's 2,767.66,6.53,4.77
14,30,W02 Crescent,U07 Cal Book Store,993.27,8.45,6.17
14,31,W02 Crescent,E06 Sutardja Dali Hall/Yali's 1,767.66,6.53,4.77
14,32,W02 Crescent,E03 University Library,686.47,5.85,4.27
14,33,W02 Crescent,U33 Spieker Plaza,879.09,7.47,5.46
14,34,W02 Crescent,W17 Mulford Hall,261.48,2.22,1.62
14,35,W02 Crescent,W16 VLSB Northside,345.09,2.93,2.14
14,36,W02 Crescent,U28 Wheeler,905.91,7.71,5.63
14,37,W02 Crescent,E30 Tan Hall North Side,884.88,7.53,5.5
14,38,W02 Crescent,Hearst Gym Annex,1200.63,10.21,7.46
14,39,W02 Crescent,U03 Grade Street,751.99,6.39,4.67
14,40,W02 Crescent,U26 A&E Sproul,1567.23,13.33,9.74
14,41,W02 Crescent,W06 West Circle,155.24,1.31,0.96
15,0,E06 Sutardja Dali Hall/Yali's 1,DEPOT,469.23,4.0,2.92
15,1,E06 Sutardja Dali Hall/Yali's 1,W08 University Drive,496.64,4.23,3.09
15,2,E06 Sutardja Dali Hall/Yali's 1,E19 South Path Drive,646.5,5.5,4.02
15,3,E06 Sutardja Dali Hall/Yali's 1,W18 Campanile Way West Entrance,1210.68,10.29,7.52
15,4,E06 Sutardja Dali Hall/Yali's 1,E14 Physics,445.12,3.79,2.77
15,5,E06 Sutardja Dali Hall/Yali's 1,E14 Physics,445.12,3.79,2.77
15,6,E06 Sutardja Dali Hall/Yali's 1,U16 Durant Hall,1454.11,12.38,9.04
15,7,E06 Sutardja Dali Hall/Yali's 1,W11 Moffitt Library @ Press,316.8,2.7,1.97
15,8,E06 Sutardja Dali Hall/Yali's 1,Bechtel East,555.01,4.72,3.45
15,9,E06 Sutardja Dali Hall/Yali's 1,001 Berkeley Way (Offsite),815.05,6.93,5.06
15,10,E06 Sutardja Dali Hall/Yali's 1,W11 Moffitt Library @ Press,316.8,2.7,1.97
15,11,E06 Sutardja Dali Hall/Yali's 1,Bechtel East,555.01,4.72,3.45
15,12,E06 Sutardja Dali Hall/Yali's 1,W13 Recreational Sport Facility (LF),1558.88,13.27,9.69
15,13,E06 Sutardja Dali Hall/Yali's 1,E25 Cronk Gate,971.9,8.27,6.04
15,14,E06 Sutardja Dali Hall/Yali's 1,W02 Crescent,767.66,6.53,4.77
15,15,E06 Sutardja Dali Hall/Yali's 1,E06 Sutardja Dali Hall/Yali's 1,0.0,0.0,0.0
15,16,E06 Sutardja Dali Hall/Yali's 1,E29 Campanile East,469.23,4.0,2.92
15,17,E06 Sutardja Dali Hall/Yali's 1,E16 Campanile,627.95,5.34,3.9
15,18,E06 Sutardja Dali Hall/Yali's 1,U09 MLK Ramp,1737.06,14.77,10.79
15,19,E06 Sutardja Dali Hall/Yali's 1,E13 Stanley Hall,621.29,5.28,3.86
15,20,E06 Sutardja Dali Hall/Yali's 1,U27 Anthony Hall,1993.36,16.96,12.39
15,21,E06 Sutardja Dali Hall/Yali's 1,E15 Bancroft Library,352.63,3.0,2.19
15,22,E06 Sutardja Dali Hall/Yali's 1,U05 Cesar Chavez,1504.76,12.8,9.35
15,23,E06 Sutardja Dali Hall/Yali's 1,U17 Dwinelle Plaza Entry,1482.91,12.61,9.21
15,24,E06 Sutardja Dali Hall/Yali's 1,E02 North Entrance Memorial Glade,216.91,1.85,1.35
15,25,E06 Sutardja Dali Hall/Yali's 1,W12 VLSB/Campanile Way,1388.08,11.81,8.63
15,26,E06 Sutardja Dali Hall/Yali's 1,E02 North Entrance Memorial Glade,216.91,1.85,1.35
15,27,E06 Sutardja Dali Hall/Yali's 1,E05 V&A Cafe/Etcheverry,224.95,1.92,1.4
15,28,E06 Sutardja Dali Hall/Yali's 1,E02 North Entrance Memorial Glade,216.91,1.85,1.35
15,29,E06 Sutardja Dali Hall/Yali's 1,E07 Sutardja Dai Hall/Yali's 2,0.0,0.0,0.0
15,30,E06 Sutardja Dali Hall/Yali's 1,U07 Cal Book Store,1746.04,14.85,10.85
15,31,E06 Sutardja Dali Hall/Yali's 1,E06 Sutardja Dali Hall/Yali's 1,0.0,0.0,0.0
15,32,E06 Sutardja Dali Hall/Yali's 1,E03 University Library,352.63,3.0,2.19
15,33,E06 Sutardja Dali Hall/Yali's 1,U33 Spieker Plaza,1631.86,13.88,10.14
15,34,E06 Sutardja Dali Hall/Yali's 1,W17 Mulford Hall,743.17,6.32,4.62
15,35,E06 Sutardja Dali Hall/Yali's 1,W16 VLSB Northside,422.58,3.6,2.63
15,36,E06 Sutardja Dali Hall/Yali's 1,U28 Wheeler,572.07,4.86,3.55
15,37,E06 Sutardja Dali Hall/Yali's 1,E30 Tan Hall North Side,551.04,4.68,3.42
15,38,E06 Sutardja Dali Hall/Yali's 1,Hearst Gym Annex,1715.98,14.59,10.66
15,39,E06 Sutardja Dali Hall/Yali's 1,U03 Grade Street,1504.76,12.8,9.35
15,40,E06 Sutardja Dali Hall/Yali's 1,U26 A&E Sproul,2172.07,18.48,13.5
15,41,E06 Sutardja Dali Hall/Yali's 1,W06 West Circle,612.42,5.22,3.81
16,0,E29 Campanile East,DEPOT,0.0,0.0,0.0
16,1,E29 Campanile East,W08 University Drive,532.05,4.53,3.31
16,2,E29 Campanile East,E19 South Path Drive,242.5,2.07,1.51
16,3,E29 Campanile East,W18 Campanile Way West Entrance,1246.09,10.6,7.74
16,4,E29 Campanile East,E14 Physics,209.09,1.78,1.3
16,5,E29 Campanile East,E14 Physics,209.09,1.78,1.3
16,6,E29 Campanile East,U16 Durant Hall,1489.52,12.68,9.26
16,7,E29 Campanile East,W11 Moffitt Library @ Press,352.21,3.0,2.19
16,8,E29 Campanile East,Bechtel East,318.98,2.71,1.98
16,9,E29 Campanile East,001 Berkeley Way (Offsite),1124.05,9.56,6.98
16,10,E29 Campanile East,W11 Moffitt Library @ Press,352.21,3.0,2.19
16,11,E29 Campanile East,Bechtel East,318.98,2.71,1.98
16,12,E29 Campanile East,W13 Recreational Sport Facility (LF),1594.29,13.57,9.91
16,13,E29 Campanile East,E25 Cronk Gate,615.89,5.24,3.83
16,14,E29 Campanile East,W02 Crescent,803.07,6.83,4.99
16,15,E29 Campanile East,E06 Sutardja Dali Hall/Yali's 1,469.23,4.0,2.92
16,16,E29 Campanile East,E29 Campanile East,0.0,0.0,0.0
16,17,E29 Campanile East,E16 Campanile,158.71,1.36,0.99
16,18,E29 Campanile East,U09 MLK Ramp,1685.13,14.33,10.47
16,19,E29 Campanile East,E13 Stanley Hall,385.26,3.27,2.39
16,20,E29 Campanile East,U27 Anthony Hall,1637.35,13.92,10.17
16,21,E29 Campanile East,E15 Bancroft Library,116.6,0.99,0.72
16,22,E29 Campanile East,U05 Cesar Chavez,1540.17,13.1,9.57
16,23,E29 Campanile East,U17 Dwinelle Plaza Entry,1518.32,12.91,9.43
16,24,E29 Campanile East,E02 North Entrance Memorial Glade,252.32,2.15,1.57
16,25,E29 Campanile East,W12 VLSB/Campanile Way,1423.49,12.12,8.85
16,26,E29 Campanile East,E02 North Entrance Memorial Glade,252.32,2.15,1.57
16,27,E29 Campanile East,E05 V&A Cafe/Etcheverry,533.95,4.54,3.32
16,28,E29 Campanile East,E02 North Entrance Memorial Glade,252.32,2.15,1.57
16,29,E29 Campanile East,E07 Sutardja Dai Hall/Yali's 2,469.23,4.0,2.92
