from_node,to_node,from_label,to_label,distance_m,travel_min,travel_min_raw
16,30,E29 Campanile East,U07 Cal Book Store,1567.33,13.33,9.74
16,31,E29 Campanile East,E06 Sutardja Dali Hall/Yali's 1,469.23,4.0,2.92
16,32,E29 Campanile East,E03 University Library,116.6,0.99,0.72
16,33,E29 Campanile East,U33 Spieker Plaza,1667.27,14.18,10.36
16,34,E29 Campanile East,W17 Mulford Hall,778.58,6.63,4.84
16,35,E29 Campanile East,W16 VLSB Northside,457.99,3.9,2.85
16,36,E29 Campanile East,U28 Wheeler,102.83,0.88,0.64
16,37,E29 Campanile East,E30 Tan Hall North Side,315.01,2.68,1.96
16,38,E29 Campanile East,Hearst Gym Annex,1359.97,11.57,8.45
16,39,E29 Campanile East,U03 Grade Street,1540.17,13.1,9.57
16,40,E29 Campanile East,U26 A&E Sproul,1816.05,15.44,11.28
16,41,E29 Campanile East,W06 West Circle,647.83,5.52,4.03
17,0,E16 Campanile,DEPOT,158.71,1.36,0.99
17,1,E16 Campanile,W08 University Drive,690.76,5.87,4.29
17,2,E16 Campanile,E19 South Path Drive,117.98,1.0,0.73
17,3,E16 Campanile,W18 Campanile Way West Entrance,1404.81,11.95,8.73
17,4,E16 Campanile,E14 Physics,361.41,3.08,2.25
17,5,E16 Campanile,E14 Physics,361.41,3.08,2.25
17,6,E16 Campanile,U16 Durant Hall,1648.23,14.02,10.24
17,7,E16 Campanile,W11 Moffitt Library @ Press,510.92,4.34,3.17
17,8,E16 Campanile,Bechtel East,347.85,2.96,2.16
17,9,E16 Campanile,001 Berkeley Way (Offsite),1282.76,10.91,7.97
17,10,E16 Campanile,W11 Moffitt Library @ Press,510.92,4.34,3.17
17,11,E16 Campanile,Bechtel East,347.85,2.96,2.16
17,12,E16 Campanile,W13 Recreational Sport Facility (LF),1629.97,13.87,10.13
17,13,E16 Campanile,E25 Cronk Gate,491.37,4.18,3.05
17,14,E16 Campanile,W02 Crescent,961.79,8.19,5.98
17,15,E16 Campanile,E06 Sutardja Dali Hall/Yali's 1,627.95,5.34,3.9
17,16,E16 Campanile,E29 Campanile East,158.71,1.36,0.99
17,17,E16 Campanile,E16 Campanile,0.0,0.0,0.0
17,18,E16 Campanile,U09 MLK Ramp,1560.61,13.28,9.7
17,19,E16 Campanile,E13 Stanley Hall,337.62,2.87,2.1
17,20,E16 Campanile,U27 Anthony Hall,1512.84,12.87,9.4
17,21,E16 Campanile,E15 Bancroft Library,275.31,2.34,1.71
17,22,E16 Campanile,U05 Cesar Chavez,1698.88,14.46,10.56
17,23,E16 Campanile,U17 Dwinelle Plaza Entry,1677.03,14.26,10.42
17,24,E16 Campanile,E02 North Entrance Memorial Glade,411.03,3.49,2.55
17,25,E16 Campanile,W12 VLSB/Campanile Way,1582.2,13.46,9.83
17,26,E16 Campanile,E02 North Entrance Memorial Glade,411.03,3.49,2.55
17,27,E16 Campanile,E05 V&A Cafe/Etcheverry,692.66,5.89,4.3
17,28,E16 Campanile,E02 North Entrance Memorial Glade,411.03,3.49,2.55
17,29,E16 Campanile,E07 Sutardja Dai Hall/Yali's 2,627.95,5.34,3.9
17,30,E16 Campanile,U07 Cal Book Store,1442.81,12.28,8.97
17,31,E16 Campanile,E06 Sutardja Dali Hall/Yali's 1,627.95,5.34,3.9
17,32,E16 Campanile,E03 University Library,275.31,2.34,1.71
17,33,E16 Campanile,U33 Spieker Plaza,1556.99,13.24,9.67
17,34,E16 Campanile,W17 Mulford Hall,937.3,7.97,5.82
17,35,E16 Campanile,W16 VLSB Northside,616.7,5.24,3.83
17,36,E16 Campanile,U28 Wheeler,143.71,1.22,0.89
17,37,E16 Campanile,E30 Tan Hall North Side,267.37,2.27,1.66
17,38,E16 Campanile,Hearst Gym Annex,1235.45,10.51,7.68
17,39,E16 Campanile,U03 Grade Street,1698.88,14.46,10.56
17,40,E16 Campanile,U26 A&E Sproul,1691.54,14.39,10.51
17,41,E16 Campanile,W06 West Circle,806.54,6.86,5.01
18,0,U09 MLK Ramp,DEPOT,1685.13,14.33,10.47
18,1,U09 MLK Ramp,W08 University Drive,1240.42,10.55,7.71
18,2,U09 MLK Ramp,E19 South Path Drive,1442.63,12.27,8.96
18,3,U09 MLK Ramp,W18 Campanile Way West Entrance,979.09,8.32,6.08
18,4,U09 MLK Ramp,E14 Physics,1638.07,13.94,10.18
18,5,U09 MLK Ramp,E14 Physics,1638.07,13.94,10.18
18,6,U09 MLK Ramp,U16 Durant Hall,1222.51,10.4,7.6
18,7,U09 MLK Ramp,W11 Moffitt Library @ Press,1420.27,12.09,8.83
18,8,U09 MLK Ramp,Bechtel East,1604.01,13.65,9.97
18,9,U09 MLK Ramp,001 Berkeley Way (Offsite),1307.18,11.12,8.12
18,10,U09 MLK Ramp,W11 Moffitt Library @ Press,1420.27,12.09,8.83
18,11,U09 MLK Ramp,Bechtel East,1604.01,13.65,9.97
18,12,U09 MLK Ramp,W13 Recreational Sport Facility (LF),178.18,1.52,1.11
18,13,U09 MLK Ramp,E25 Cronk Gate,1069.24,9.09,6.64
18,14,U09 MLK Ramp,W02 Crescent,984.3,8.38,6.12
18,15,U09 MLK Ramp,E06 Sutardja Dali Hall/Yali's 1,1737.06,14.77,10.79
18,16,U09 MLK Ramp,E29 Campanile East,1685.13,14.33,10.47
18,17,U09 MLK Ramp,E16 Campanile,1560.61,13.28,9.7
18,18,U09 MLK Ramp,U09 MLK Ramp,0.0,0.0,0.0
18,19,U09 MLK Ramp,E13 Stanley Hall,1553.65,13.21,9.65
18,20,U09 MLK Ramp,U27 Anthony Hall,513.05,4.37,3.19
18,21,U09 MLK Ramp,E15 Bancroft Library,1655.88,14.09,10.29
18,22,U09 MLK Ramp,U05 Cesar Chavez,1273.16,10.83,7.91
18,23,U09 MLK Ramp,U17 Dwinelle Plaza Entry,1251.32,10.65,7.78
18,24,U09 MLK Ramp,E02 North Entrance Memorial Glade,1520.15,12.94,9.45
18,25,U09 MLK Ramp,W12 VLSB/Campanile Way,1156.48,9.84,7.19
18,26,U09 MLK Ramp,E02 North Entrance Memorial Glade,1520.15,12.94,9.45
18,27,U09 MLK Ramp,E05 V&A Cafe/Etcheverry,1716.16,14.59,10.66
18,28,U09 MLK Ramp,E02 North Entrance Memorial Glade,1520.15,12.94,9.45
18,29,U09 MLK Ramp,E07 Sutardja Dai Hall/Yali's 2,1737.06,14.77,10.79
18,30,U09 MLK Ramp,U07 Cal Book Store,117.8,1.0,0.73
18,31,U09 MLK Ramp,E06 Sutardja Dali Hall/Yali's 1,1737.06,14.77,10.79
18,32,U09 MLK Ramp,E03 University Library,1655.88,14.09,10.29
18,33,U09 MLK Ramp,U33 Spieker Plaza,105.2,0.89,0.65
18,34,U09 MLK Ramp,W17 Mulford Hall,1230.88,10.47,7.65
18,35,U09 MLK Ramp,W16 VLSB Northside,1314.49,11.18,8.17
18,36,U09 MLK Ramp,U28 Wheeler,1670.12,14.21,10.38
18,37,U09 MLK Ramp,E30 Tan Hall North Side,1490.1,12.68,9.26
18,38,U09 MLK Ramp,Hearst Gym Annex,325.16,2.77,2.02
18,39,U09 MLK Ramp,U03 Grade Street,1273.16,10.83,7.91
18,40,U09 MLK Ramp,U26 A&E Sproul,691.76,5.89,4.3
18,41,U09 MLK Ramp,W06 West Circle,1124.65,9.57,6.99
19,0,E13 Stanley Hall,DEPOT,385.26,3.27,2.39
19,1,E13 Stanley Hall,W08 University Drive,684.11,5.82,4.25
19,2,E13 Stanley Hall,E19 South Path Drive,219.64,1.86,1.36
19,3,E13 Stanley Hall,W18 Campanile Way West Entrance,1398.15,11.9,8.69
19,4,E13 Stanley Hall,E14 Physics,218.22,1.86,1.36
19,5,E13 Stanley Hall,E14 Physics,218.22,1.86,1.36
19,6,E13 Stanley Hall,U16 Durant Hall,1641.57,13.96,10.2
19,7,E13 Stanley Hall,W11 Moffitt Library @ Press,504.26,4.28,3.13
19,8,E13 Stanley Hall,Bechtel East,67.45,0.57,0.42
19,9,E13 Stanley Hall,001 Berkeley Way (Offsite),1276.11,10.86,7.93
19,10,E13 Stanley Hall,W11 Moffitt Library @ Press,504.26,4.28,3.13
19,11,E13 Stanley Hall,Bechtel East,67.45,0.57,0.42
19,12,E13 Stanley Hall,W13 Recreational Sport Facility (LF),1623.01,13.8,10.08
19,13,E13 Stanley Hall,E25 Cronk Gate,484.41,4.12,3.01
19,14,E13 Stanley Hall,W02 Crescent,955.13,8.12,5.93
19,15,E13 Stanley Hall,E06 Sutardja Dali Hall/Yali's 1,621.29,5.28,3.86
19,16,E13 Stanley Hall,E29 Campanile East,385.26,3.27,2.39
19,17,E13 Stanley Hall,E16 Campanile,337.62,2.87,2.1
19,18,E13 Stanley Hall,U09 MLK Ramp,1553.65,13.21,9.65
19,19,E13 Stanley Hall,E13 Stanley Hall,0.0,0.0,0.0
19,20,E13 Stanley Hall,U27 Anthony Hall,1505.87,12.81,9.36
19,21,E13 Stanley Hall,E15 Bancroft Library,268.66,2.29,1.67
19,22,E13 Stanley Hall,U05 Cesar Chavez,1692.22,14.39,10.51
19,23,E13 Stanley Hall,U17 Dwinelle Plaza Entry,1670.38,14.21,10.38
19,24,E13 Stanley Hall,E02 North Entrance Memorial Glade,404.38,3.44,2.51
19,25,E13 Stanley Hall,W12 VLSB/Campanile Way,1575.54,13.4,9.79
19,26,E13 Stanley Hall,E02 North Entrance Memorial Glade,404.38,3.44,2.51
19,27,E13 Stanley Hall,E05 V&A Cafe/Etcheverry,631.13,5.37,3.92
19,28,E13 Stanley Hall,E02 North Entrance Memorial Glade,404.38,3.44,2.51
19,29,E13 Stanley Hall,E07 Sutardja Dai Hall/Yali's 2,621.29,5.28,3.86
19,30,E13 Stanley Hall,U07 Cal Book Store,1435.85,12.21,8.92
19,31,E13 Stanley Hall,E06 Sutardja Dali Hall/Yali's 1,621.29,5.28,3.86
19,32,E13 Stanley Hall,E03 University Library,268.66,2.29,1.67
19,33,E13 Stanley Hall,U33 Spieker Plaza,1550.03,13.18,9.63
19,34,E13 Stanley Hall,W17 Mulford Hall,930.64,7.91,5.78
19,35,E13 Stanley Hall,W16 VLSB Northside,610.04,5.19,3.79
19,36,E13 Stanley Hall,U28 Wheeler,447.13,3.81,2.78
19,37,E13 Stanley Hall,E30 Tan Hall North Side,82.85,0.7,0.51
19,38,E13 Stanley Hall,Hearst Gym Annex,1228.49,10.45,7.63
19,39,E13 Stanley Hall,U03 Grade Street,1692.22,14.39,10.51
19,40,E13 Stanley Hall,U26 A&E Sproul,1684.58,14.33,10.47
19,41,E13 Stanley Hall,W06 West Circle,799.89,6.8,4.97
20,0,U27 Anthony Hall,DEPOT,1637.35,13.92,10.17
20,1,U27 Anthony Hall,W08 University Drive,1644.65,13.99,10.22
20,2,U27 Anthony Hall,E19 South Path Drive,1394.85,11.87,8.67
20,3,U27 Anthony Hall,W18 Campanile Way West Entrance,1383.31,11.77,8.6
20,4,U27 Anthony Hall,E14 Physics,1590.29,13.53,9.88
20,5,U27 Anthony Hall,E14 Physics,1590.29,13.53,9.88
20,6,U27 Anthony Hall,U16 Durant Hall,1626.74,13.84,10.11
20,7,U27 Anthony Hall,W11 Moffitt Library @ Press,1824.49,15.52,11.34
20,8,U27 Anthony Hall,Bechtel East,1556.23,13.24,9.67
20,9,U27 Anthony Hall,001 Berkeley Way (Offsite),1711.4,14.55,10.63
20,10,U27 Anthony Hall,W11 Moffitt Library @ Press,1824.49,15.52,11.34
20,11,U27 Anthony Hall,Bechtel East,1556.23,13.24,9.67
20,12,U27 Anthony Hall,W13 Recreational Sport Facility (LF),582.4,4.96,3.62
20,13,U27 Anthony Hall,E25 Cronk Gate,1021.46,8.69,6.35
20,14,U27 Anthony Hall,W02 Crescent,1388.52,11.81,8.63
20,15,U27 Anthony Hall,E06 Sutardja Dali Hall/Yali's 1,1993.36,16.96,12.39
20,16,U27 Anthony Hall,E29 Campanile East,1637.35,13.92,10.17
20,17,U27 Anthony Hall,E16 Campanile,1512.84,12.87,9.4
20,18,U27 Anthony Hall,U09 MLK Ramp,513.05,4.37,3.19
20,19,U27 Anthony Hall,E13 Stanley Hall,1505.87,12.81,9.36
20,20,U27 Anthony Hall,U27 Anthony Hall,0.0,0.0,0.0
20,21,U27 Anthony Hall,E15 Bancroft Library,1640.73,13.96,10.2
20,22,U27 Anthony Hall,U05 Cesar Chavez,1677.39,14.26,10.42
20,23,U27 Anthony Hall,U17 Dwinelle Plaza Entry,1655.54,14.09,10.29
20,24,U27 Anthony Hall,E02 North Entrance Memorial Glade,1776.45,15.11,11.04
20,25,U27 Anthony Hall,W12 VLSB/Campanile Way,1560.71,13.28,9.7
20,26,U27 Anthony Hall,E02 North Entrance Memorial Glade,1776.45,15.11,11.04
20,27,U27 Anthony Hall,E05 V&A Cafe/Etcheverry,1798.28,15.29,11.17
20,28,U27 Anthony Hall,E02 North Entrance Memorial Glade,1776.45,15.11,11.04
20,29,U27 Anthony Hall,E07 Sutardja Dai Hall/Yali's 2,1993.36,16.96,12.39
20,30,U27 Anthony Hall,U07 Cal Book Store,395.25,3.37,2.46
20,31,U27 Anthony Hall,E06 Sutardja Dali Hall/Yali's 1,1993.36,16.96,12.39
20,32,U27 Anthony Hall,E03 University Library,1640.73,13.96,10.2
20,33,U27 Anthony Hall,U33 Spieker Plaza,509.43,4.34,3.17
20,34,U27 Anthony Hall,W17 Mulford Hall,1635.11,13.91,10.16
20,35,U27 Anthony Hall,W16 VLSB Northside,1718.71,14.62,10.68
20,36,U27 Anthony Hall,U28 Wheeler,1622.34,13.8,10.08
20,37,U27 Anthony Hall,E30 Tan Hall North Side,1442.32,12.27,8.96
20,38,U27 Anthony Hall,Hearst Gym Annex,277.38,2.35,1.72
20,39,U27 Anthony Hall,U03 Grade Street,1677.39,14.26,10.42
20,40,U27 Anthony Hall,U26 A&E Sproul,178.71,1.52,1.11
20,41,U27 Anthony Hall,W06 West Circle,1528.87,13.01,9.5
21,0,E15 Bancroft Library,DEPOT,116.6,0.99,0.72
21,1,E15 Bancroft Library,W08 University Drive,415.45,3.53,2.58
21,2,E15 Bancroft Library,E19 South Path Drive,293.87,2.51,1.83
21,3,E15 Bancroft Library,W18 Campanile Way West Entrance,1129.49,9.61,7.02
21,4,E15 Bancroft Library,E14 Physics,92.49,0.78,0.57
21,5,E15 Bancroft Library,E14 Physics,92.49,0.78,0.57
21,6,E15 Bancroft Library,U16 Durant Hall,1372.92,11.68,8.53
21,7,E15 Bancroft Library,W11 Moffitt Library @ Press,235.61,2.0,1.46
21,8,E15 Bancroft Library,Bechtel East,202.38,1.72,1.26
21,9,E15 Bancroft Library,001 Berkeley Way (Offsite),1007.45,8.57,6.26
21,10,E15 Bancroft Library,W11 Moffitt Library @ Press,235.61,2.0,1.46
21,11,E15 Bancroft Library,Bechtel East,202.38,1.72,1.26
21,12,E15 Bancroft Library,W13 Recreational Sport Facility (LF),1477.69,12.57,9.18
21,13,E15 Bancroft Library,E25 Cronk Gate,619.27,5.27,3.85
21,14,E15 Bancroft Library,W02 Crescent,686.47,5.85,4.27
21,15,E15 Bancroft Library,E06 Sutardja Dali Hall/Yali's 1,352.63,3.0,2.19
21,16,E15 Bancroft Library,E29 Campanile East,116.6,0.99,0.72
21,17,E15 Bancroft Library,E16 Campanile,275.31,2.34,1.71
21,18,E15 Bancroft Library,U09 MLK Ramp,1655.88,14.09,10.29
21,19,E15 Bancroft Library,E13 Stanley Hall,268.66,2.29,1.67
21,20,E15 Bancroft Library,U27 Anthony Hall,1640.73,13.96,10.2
21,21,E15 Bancroft Library,E15 Bancroft Library,0.0,0.0,0.0
21,22,E15 Bancroft Library,U05 Cesar Chavez,1423.57,12.12,8.85
21,23,E15 Bancroft Library,U17 Dwinelle Plaza Entry,1401.72,11.92,8.71
21,24,E15 Bancroft Library,E02 North Entrance Memorial Glade,135.72,1.15,0.84
21,25,E15 Bancroft Library,W12 VLSB/Campanile Way,1306.89,11.12,8.12
21,26,E15 Bancroft Library,E02 North Entrance Memorial Glade,135.72,1.15,0.84
21,27,E15 Bancroft Library,E05 V&A Cafe/Etcheverry,417.35,3.55,2.59
21,28,E15 Bancroft Library,E02 North Entrance Memorial Glade,135.72,1.15,0.84
21,29,E15 Bancroft Library,E07 Sutardja Dai Hall/Yali's 2,352.63,3.0,2.19
21,30,E15 Bancroft Library,U07 Cal Book Store,1570.71,13.36,9.76
21,31,E15 Bancroft Library,E06 Sutardja Dali Hall/Yali's 1,352.63,3.0,2.19
21,32,E15 Bancroft Library,E03 University Library,0.0,0.0,0.0
21,33,E15 Bancroft Library,U33 Spieker Plaza,1550.67,13.2,9.64
21,34,E15 Bancroft Library,W17 Mulford Hall,661.99,5.63,4.11
21,35,E15 Bancroft Library,W16 VLSB Northside,341.39,2.9,2.12
21,36,E15 Bancroft Library,U28 Wheeler,219.43,1.86,1.36
21,37,E15 Bancroft Library,E30 Tan Hall North Side,198.41,1.68,1.23
21,38,E15 Bancroft Library,Hearst Gym Annex,1363.35,11.6,8.47
21,39,E15 Bancroft Library,U03 Grade Street,1423.57,12.12,8.85
21,40,E15 Bancroft Library,U26 A&E Sproul,1819.44,15.48,11.31
21,41,E15 Bancroft Library,W06 West Circle,531.23,4.52,3.3
22,0,U05 Cesar Chavez,DEPOT,1540.17,13.1,9.57
22,1,U05 Cesar Chavez,W08 University Drive,1008.12,8.57,6.26
22,2,U05 Cesar Chavez,E19 South Path Drive,1717.44,14.61,10.67
22,3,U05 Cesar Chavez,W18 Campanile Way West Entrance,294.07,2.51,1.83
22,4,U05 Cesar Chavez,E14 Physics,1516.06,12.9,9.42
22,5,U05 Cesar Chavez,E14 Physics,1516.06,12.9,9.42
22,6,U05 Cesar Chavez,U16 Durant Hall,50.65,0.42,0.31
22,7,U05 Cesar Chavez,W11 Moffitt Library @ Press,1187.96,10.1,7.38
22,8,U05 Cesar Chavez,Bechtel East,1625.94,13.83,10.1
22,9,U05 Cesar Chavez,001 Berkeley Way (Offsite),1074.87,9.14,6.68
22,10,U05 Cesar Chavez,W11 Moffitt Library @ Press,1187.96,10.1,7.38
22,11,U05 Cesar Chavez,Bechtel East,1625.94,13.83,10.1
22,12,U05 Cesar Chavez,W13 Recreational Sport Facility (LF),1094.98,9.31,6.8
22,13,U05 Cesar Chavez,E25 Cronk Gate,2042.83,17.37,12.69
22,14,U05 Cesar Chavez,W02 Crescent,751.99,6.39,4.67
22,15,U05 Cesar Chavez,E06 Sutardja Dali Hall/Yali's 1,1504.76,12.8,9.35
22,16,U05 Cesar Chavez,E29 Campanile East,1540.17,13.1,9.57
22,17,U05 Cesar Chavez,E16 Campanile,1698.88,14.46,10.56
22,18,U05 Cesar Chavez,U09 MLK Ramp,1273.16,10.83,7.91
22,19,U05 Cesar Chavez,E13 Stanley Hall,1692.22,14.39,10.51
22,20,U05 Cesar Chavez,U27 Anthony Hall,1677.39,14.26,10.42
22,21,U05 Cesar Chavez,E15 Bancroft Library,1423.57,12.12,8.85
22,22,U05 Cesar Chavez,U05 Cesar Chavez,0.0,0.0,0.0
22,23,U05 Cesar Chavez,U17 Dwinelle Plaza Entry,21.85,0.19,0.14
22,24,U05 Cesar Chavez,E02 North Entrance Memorial Glade,1287.84,10.95,8.0
22,25,U05 Cesar Chavez,W12 VLSB/Campanile Way,130.22,1.11,0.81
22,26,U05 Cesar Chavez,E02 North Entrance Memorial Glade,1287.84,10.95,8.0
22,27,U05 Cesar Chavez,E05 V&A Cafe/Etcheverry,1483.85,12.62,9.22
22,28,U05 Cesar Chavez,E02 North Entrance Memorial Glade,1287.84,10.95,8.0
22,29,U05 Cesar Chavez,E07 Sutardja Dai Hall/Yali's 2,1504.76,12.8,9.35
22,30,U05 Cesar Chavez,U07 Cal Book Store,1282.14,10.91,7.97
22,31,U05 Cesar Chavez,E06 Sutardja Dali Hall/Yali's 1,1504.76,12.8,9.35
22,32,U05 Cesar Chavez,E03 University Library,1423.57,12.12,8.85
22,33,U05 Cesar Chavez,U33 Spieker Plaza,1167.96,9.94,7.26
22,34,U05 Cesar Chavez,W17 Mulford Hall,998.58,8.49,6.2
22,35,U05 Cesar Chavez,W16 VLSB Northside,1082.18,9.2,6.72
22,36,U05 Cesar Chavez,U28 Wheeler,1643.0,13.98,10.21
22,37,U05 Cesar Chavez,E30 Tan Hall North Side,1621.98,13.8,10.08
22,38,U05 Cesar Chavez,Hearst Gym Annex,1489.5,12.68,9.26
22,39,U05 Cesar Chavez,U03 Grade Street,0.0,0.0,0.0
22,40,U05 Cesar Chavez,U26 A&E Sproul,1856.09,15.78,11.53
22,41,U05 Cesar Chavez,W06 West Circle,892.34,7.58,5.54
23,0,U17 Dwinelle Plaza Entry,DEPOT,1518.32,12.91,9.43
23,1,U17 Dwinelle Plaza Entry,W08 University Drive,986.27,8.39,6.13
23,2,U17 Dwinelle Plaza Entry,E19 South Path Drive,1695.59,14.43,10.54
23,3,U17 Dwinelle Plaza Entry,W18 Campanile Way West Entrance,272.23,2.31,1.69
23,4,U17 Dwinelle Plaza Entry,E14 Physics,1494.21,12.7,9.28
23,5,U17 Dwinelle Plaza Entry,E14 Physics,1494.21,12.7,9.28
23,6,U17 Dwinelle Plaza Entry,U16 Durant Hall,28.8,0.25,0.18
23,7,U17 Dwinelle Plaza Entry,W11 Moffitt Library @ Press,1166.11,9.93,7.25
23,8,U17 Dwinelle Plaza Entry,Bechtel East,1604.1,13.65,9.97
23,9,U17 Dwinelle Plaza Entry,001 Berkeley Way (Offsite),1053.02,8.95,6.54
23,10,U17 Dwinelle Plaza Entry,W11 Moffitt Library @ Press,1166.11,9.93,7.25
23,11,U17 Dwinelle Plaza Entry,Bechtel East,1604.1,13.65,9.97
23,12,U17 Dwinelle Plaza Entry,W13 Recreational Sport Facility (LF),1073.14,9.13,6.67
23,13,U17 Dwinelle Plaza Entry,E25 Cronk Gate,2020.99,17.19,12.56
23,14,U17 Dwinelle Plaza Entry,W02 Crescent,730.14,6.22,4.54
23,15,U17 Dwinelle Plaza Entry,E06 Sutardja Dali Hall/Yali's 1,1482.91,12.61,9.21
23,16,U17 Dwinelle Plaza Entry,E29 Campanile East,1518.32,12.91,9.43
23,17,U17 Dwinelle Plaza Entry,E16 Campanile,1677.03,14.26,10.42
23,18,U17 Dwinelle Plaza Entry,U09 MLK Ramp,1251.32,10.65,7.78
23,19,U17 Dwinelle Plaza Entry,E13 Stanley Hall,1670.38,14.21,10.38
23,20,U17 Dwinelle Plaza Entry,U27 Anthony Hall,1655.54,14.09,10.29
23,21,U17 Dwinelle Plaza Entry,E15 Bancroft Library,1401.72,11.92,8.71
23,22,U17 Dwinelle Plaza Entry,U05 Cesar Chavez,21.85,0.19,0.14
23,23,U17 Dwinelle Plaza Entry,U17 Dwinelle Plaza Entry,0.0,0.0,0.0
23,24,U17 Dwinelle Plaza Entry,E02 North Entrance Memorial Glade,1266.0,10.77,7.87
23,25,U17 Dwinelle Plaza Entry,W12 VLSB/Campanile Way,108.37,0.92,0.67
23,26,U17 Dwinelle Plaza Entry,E02 North Entrance Memorial Glade,1266.0,10.77,7.87
23,27,U17 Dwinelle Plaza Entry,E05 V&A Cafe/Etcheverry,1462.01,12.43,9.08
23,28,U17 Dwinelle Plaza Entry,E02 North Entrance Memorial Glade,1266.0,10.77,7.87
23,29,U17 Dwinelle Plaza Entry,E07 Sutardja Dai Hall/Yali's 2,1482.91,12.61,9.21
23,30,U17 Dwinelle Plaza Entry,U07 Cal Book Store,1260.29,10.72,7.83
23,31,U17 Dwinelle Plaza Entry,E06 Sutardja Dali Hall/Yali's 1,1482.91,12.61,9.21
23,32,U17 Dwinelle Plaza Entry,E03 University Library,1401.72,11.92,8.71
23,33,U17 Dwinelle Plaza Entry,U33 Spieker Plaza,1146.11,9.75,7.12
23,34,U17 Dwinelle Plaza Entry,W17 Mulford Hall,976.73,8.31,6.07
23,35,U17 Dwinelle Plaza Entry,W16 VLSB Northside,1060.33,9.02,6.59
23,36,U17 Dwinelle Plaza Entry,U28 Wheeler,1621.15,13.79,10.07
23,37,U17 Dwinelle Plaza Entry,E30 Tan Hall North Side,1600.13,13.61,9.94
23,38,U17 Dwinelle Plaza Entry,Hearst Gym Annex,1467.65,12.48,9.12
23,39,U17 Dwinelle Plaza Entry,U03 Grade Street,21.85,0.19,0.14
23,40,U17 Dwinelle Plaza Entry,U26 A&E Sproul,1834.25,15.61,11.4
23,41,U17 Dwinelle Plaza Entry,W06 West Circle,870.49,7.41,5.41
24,0,E02 North Entrance Memorial Glade,DEPOT,252.32,2.15,1.57
24,1,E02 North Entrance Memorial Glade,W08 University Drive,279.73,2.38,1.74
24,2,E02 North Entrance Memorial Glade,E19 South Path Drive,429.59,3.66,2.67
24,3,E02 North Entrance Memorial Glade,W18 Campanile Way West Entrance,993.77,8.46,6.18
24,4,E02 North Entrance Memorial Glade,E14 Physics,228.21,1.94,1.42
24,5,E02 North Entrance Memorial Glade,E14 Physics,228.21,1.94,1.42
24,6,E02 North Entrance Memorial Glade,U16 Durant Hall,1237.2,10.53,7.69
24,7,E02 North Entrance Memorial Glade,W11 Moffitt Library @ Press,99.89,0.85,0.62
24,8,E02 North Entrance Memorial Glade,Bechtel East,338.1,2.87,2.1
24,9,E02 North Entrance Memorial Glade,001 Berkeley Way (Offsite),871.73,7.42,5.42
24,10,E02 North Entrance Memorial Glade,W11 Moffitt Library @ Press,99.89,0.85,0.62
24,11,E02 North Entrance Memorial Glade,Bechtel East,338.1,2.87,2.1
24,12,E02 North Entrance Memorial Glade,W13 Recreational Sport Facility (LF),1341.97,11.42,8.34
24,13,E02 North Entrance Memorial Glade,E25 Cronk Gate,754.99,6.42,4.69
24,14,E02 North Entrance Memorial Glade,W02 Crescent,550.75,4.68,3.42
24,15,E02 North Entrance Memorial Glade,E06 Sutardja Dali Hall/Yali's 1,216.91,1.85,1.35
24,16,E02 North Entrance Memorial Glade,E29 Campanile East,252.32,2.15,1.57
24,17,E02 North Entrance Memorial Glade,E16 Campanile,411.03,3.49,2.55
24,18,E02 North Entrance Memorial Glade,U09 MLK Ramp,1520.15,12.94,9.45
24,19,E02 North Entrance Memorial Glade,E13 Stanley Hall,404.38,3.44,2.51
24,20,E02 North Entrance Memorial Glade,U27 Anthony Hall,1776.45,15.11,11.04
24,21,E02 North Entrance Memorial Glade,E15 Bancroft Library,135.72,1.15,0.84
24,22,E02 North Entrance Memorial Glade,U05 Cesar Chavez,1287.84,10.95,8.0
24,23,E02 North Entrance Memorial Glade,U17 Dwinelle Plaza Entry,1266.0,10.77,7.87
24,24,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
24,25,E02 North Entrance Memorial Glade,W12 VLSB/Campanile Way,1171.17,9.97,7.28
24,26,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
24,27,E02 North Entrance Memorial Glade,E05 V&A Cafe/Etcheverry,281.63,2.4,1.75
24,28,E02 North Entrance Memorial Glade,E02 North Entrance Memorial Glade,0.0,0.0,0.0
24,29,E02 North Entrance Memorial Glade,E07 Sutardja Dai Hall/Yali's 2,216.91,1.85,1.35
24,30,E02 North Entrance Memorial Glade,U07 Cal Book Store,1529.13,13.01,9.5
24,31,E02 North Entrance Memorial Glade,E06 Sutardja Dali Hall/Yali's 1,216.91,1.85,1.35
24,32,E02 North Entrance Memorial Glade,E03 University Library,135.72,1.15,0.84
24,33,E02 North Entrance Memorial Glade,U33 Spieker Plaza,1414.95,12.03,8.79
24,34,E02 North Entrance Memorial Glade,W17 Mulford Hall,526.26,4.48,3.27
24,35,E02 North Entrance Memorial Glade,W16 VLSB Northside,205.67,1.75,1.28
24,36,E02 North Entrance Memorial Glade,U28 Wheeler,355.16,3.03,2.21
