status,objective_value,horizon_days,num_service_days,service_days,nonservice_days,num_bins_in_instance,num_trucks,primary_fleet,backup_vehicle,truck_work_min_input,effective_truck_work_min,sensitivity_truck_work_min,resource_model,staggered_shift_windows,depot,normal_lift_trucks,backup_nonlift_trucks,total_pickups,total_extra_dumps,total_overtime_min,overflow_bin_days,overflow_flag_days,total_overflow_slack_gal,driver_wage_per_hour,wage_per_min,pickup_cost_method,service_travel_source,service_min_per_bin,travel_min_between_stops,approx_total_min_per_pickup,approx_cost_per_pickup,pickup_labor_cost,dump_turnaround_min,dump_penalty,dump_cost,max_overtime_min,overtime_penalty_per_min,overtime_cost,overflow_penalty,overflow_cost,expected_overflow_cost_from_model_flags,overflow_penalty_applies_to,max_fill_factor,volume_capacity_factor,volume_capacity_note,waste_volume_gal,compost_volume_gal,recycling_volume_gal,truck_mass_lb,max_extra_dumps,one_stream_per_truck_day,fixed_geographic_zones,enforce_compost_weekday_hygiene,weekday_service_only,weekend_service_allowed,threshold_penalty,tiny_pickup_penalty,cbc_time_limit_sec,cbc_gap_rel,legacy_require_routable_filter_used
Optimal,2499.13,7,5,"0,1,2,3,4","5,6",210,4,"4 trucks, one driver assigned to each",not separately modeled in professor-aligned baseline,480.0,480.0,750.0,four_trucks_one_driver_each_8hr_shift,"4 trucks, one driver per truck, 8-hour shift",Edwards Track,4,0,242.0,2.0,0.0,27,27,2025.0,40.0,0.6667,wage_per_min * (service_min_per_bin + travel_min_between_stops),fixed assumptions: 4 min service + 8 min average travel,4.0,8.0,12.0,8.0,1936.0,17.0,11.333,22.67,0.0,1.0,0.0,20.0,540.0,540.0,all 7 calendar days including non-service days,1.5,1.0,Uses stated capacities directly; no 99 percent safety factor.,500.0,500.0,450.0,1300.0,3,True,False,True,True,False,0.0,0.0,1200,0.1,False
