day,stream,truck,routing_mode,stop_order,local_node,Stop_ID,Serials_at_stop,label,is_depot,pickup_gal,pickup_lb,service_min,rolling_day
0,Waste,T2,VRP,8,16,1515701.0,1515701.0,E07 Sutardja Dai Hall/Yali's 2,0,79,79,4,5
0,Waste,T2,VRP,9,15,1515700.0,1515700.0,E06 Sutardja Dali Hall/Yali's 1,0,72,72,4,5
0,Waste,T2,VRP,10,18,1515704.0,1515704.0,E05 V&A Cafe/Etcheverry,0,74,74,4,5
0,Waste,T2,VRP,11,25,1520916.0,1520916.0,E30 Soda Hall NW,0,71,71,4,5
0,Waste,T2,VRP,12,9,1515676.0,1515676.0,E08 Cory Hall,0,69,69,4,5
0,Waste,T2,VRP,13,26,1520917.0,1520917.0,E30 Tan Hall North Side,0,61,61,4,5
0,Waste,T2,VRP,14,1,1503623.0,1503623.0,E17 Tan/Campbell,0,76,76,4,5
0,Waste,T2,VRP,15,2,1503625.0,1503625.0,E14 Physics,0,89,89,4,5
0,Waste,T2,VRP,16,23,1516547.0,1516547.0,E31 South Hall Rd. Near Clock Tower,0,61,61,4,5
0,Waste,T2,VRP,17,6,1515667.0,1515667.0,U18 Dwinelle Walkway,0,83,83,4,5
0,Waste,T2,VRP,18,17,1515702.0,1515702.0,U19 Wheeler Walkway,0,31,31,4,5
0,Waste,T2,VRP,19,7,1515668.0,1515668.0,E25 Cronk Gate,0,44,44,4,5
0,Waste,T2,VRP,20,24,1520915.0,1520915.0,Hearst Gym Annex,0,87,87,4,5
0,Waste,T2,VRP,21,11,1515680.0,1515680.0,U10 GoldenBear Walkway,0,55,55,4,5
0,Waste,T2,VRP,22,27,2503767.0,2503767.0,U26 A&E Sproul,0,25,25,4,5
0,Waste,T2,VRP,23,12,1515692.0,1515692.0,U15 Sather Gate,0,47,47,4,5
0,Waste,T2,VRP,24,10,1515678.0,1515678.0,U20 Sproul Hall UCPD,0,47,47,4,5
0,Waste,T2,VRP,25,13,1515693.0,1515693.0,U12 Upper MLK Union,0,49,49,4,5
0,Waste,T2,VRP,26,14,1515696.0,1515696.0,U08 MLK Courtyard,0,61,61,4,5
0,Waste,T2,VRP,27,19,1515711.0,1515711.0,U07 Cal Book Store,0,58,58,4,5
0,Waste,T2,VRP,28,20,1515744.0,1515744.0,U13 Bancroft Way,0,50,50,4,5
0,Waste,T2,VRP,29,4,1514031.0,1514031.0,W13 Recreational Sport Facility (LF),0,91,91,4,5
0,Waste,T2,VRP,30,0,,,DEPOT,1,0,0,0,5
